Episode,Reward,Epsilon,Loss,Steps,Batch Size
1160,1.0,0.5595372515398943,341522.3,43,64
1180,1.0,0.55396837747905,376924.38,41,24
1200,2.0,0.5484549284291772,355610.78,60,12
1220,2.0,0.5429963527649727,357782.12,52,64
1240,3.0,0.5375921043512626,406606.8,67,48
1260,4.0,0.5322416424883619,327977.56,69,64
1279,11.0,0.5272080358759129,382121.75,115,12
1280,6.0,0.526944431857975,386518.06,97,64
1300,0.0,0.5216999424696379,361925.03,36,64
1320,1.0,0.5165076496076924,361980.88,44,64
1340,4.0,0.5113670337787873,341987.5,69,64
1360,6.0,0.506277580659903,395797.28,106,64
1380,1.0,0.5012387810468929,494812.44,40,64
1400,3.0,0.4962501308035369,568948.25,61,12
1420,5.0,0.49131113081110217,444031.72,83,64
1440,3.0,0.4864212869184065,356609.62,58,12
1460,3.0,0.4815801098923773,338869.72,67,64
1480,1.0,0.47678711536910373,328756.53,42,12
1500,3.0,0.47204182380537574,339466.0,72,64
1520,1.0,0.4673437604307052,387542.7,49,32
1540,2.0,0.46269245519982455,349267.0,50,12
1560,2.0,0.45808744274565905,408788.6,47,12
1580,3.0,0.4535282623327658,349632.12,54,64
1600,4.0,0.4490144578112366,368941.25,77,64
1620,3.0,0.44454557757106034,373137.75,55,32
1640,1.0,0.4401211744969389,369709.84,39,12
1660,2.0,0.43574080592355235,355480.97,53,12
1680,2.0,0.4314040335912707,379485.9,47,64
1700,3.0,0.427110423602305,371264.06,55,32
1720,3.0,0.4228595463772959,354248.03,72,64
1740,3.0,0.41865097661233347,270033.16,54,12
1760,2.0,0.4144842932364056,283650.12,55,64
1780,4.0,0.4103590793692694,285320.2,83,12
1800,4.0,0.40627492227974177,269623.44,79,12
1820,2.0,0.4022314133444051,241866.84,55,12
1840,3.0,0.3982281480067251,245295.4,62,12
1860,6.0,0.39426472573657323,240229.2,91,12
1880,4.0,0.3903407499901545,268461.9,74,64
1900,3.0,0.3864558281703322,211557.83,54,64
1920,3.0,0.38260957158734843,192034.69,54,64
1940,4.0,0.3788015954199355,197645.17,74,12
1960,3.0,0.3750315186768142,235543.66,57,48
1980,3.0,0.37129896415857505,223784.48,82,64
2000,7.0,0.36760355841993914,199900.83,134,64
2004,12.0,0.36686890252465815,212194.73,124,64
2020,1.0,0.36394493173239506,231454.42,41,64
2040,2.0,0.36032271804720695,272729.12,51,12
2060,4.0,0.356736554958791,255536.75,70,64
2080,1.0,0.3531860836684566,275577.9,40,64
2100,1.0,0.349670948948508,290370.8,45,64
2120,1.0,0.3461907991067037,307546.66,44,12
2140,2.0,0.3427452859510691,252733.36,47,64
2160,1.0,0.33933406475506,258882.23,43,64
2180,1.0,0.3359567942230718,201114.66,52,64
2200,1.0,0.3326131364562932,176581.55,47,24
2220,8.0,0.3293027569188988,158472.64,79,12
2240,3.0,0.3260253244045785,157226.27,65,48
2260,0.0,0.3227805110034003,110023.05,42,64
2280,3.0,0.31956799206900227,122318.36,61,64
2300,6.0,0.31638744618611153,106714.375,103,64
2320,1.0,0.3132385551383865,96434.05,38,64
2340,2.0,0.3101210038765789,94000.44,55,12
2360,4.0,0.3070344804870131,67008.82,82,64
2380,2.0,0.3039786761603784,57576.61,50,64
2400,4.0,0.30095328516083264,55887.168,71,32
2420,0.0,0.29795800479541346,51774.484,71,64
2440,2.0,0.29499253538375303,52016.24,75,64
2460,3.0,0.292056580228095,69022.22,66,48
2480,1.0,0.2891498455836096,87178.445,39,48
2500,2.0,0.2862720406290043,73345.97,53,12
2520,2.0,0.28342287743742695,74263.96,50,12
2540,1.0,0.2806020709476581,68984.64,52,16
2560,4.0,0.2778093389355908,67631.33,98,12
2580,4.0,0.2750444019859935,57442.043,159,12
2600,3.0,0.2723069834645546,45470.83,81,16
2620,5.0,0.269596809490205,30031.46,95,32
2640,1.0,0.26691360890771537,34955.2,140,12
2660,2.0,0.26425711326056794,41273.23,128,64
2680,1.0,0.26162705676409614,48603.176,57,24
2700,4.0,0.25902317627889354,58177.453,76,64
2720,0.0,0.2564452112844856,50357.758,56,64
2740,2.0,0.2538929038532652,55035.258,78,64
2760,1.0,0.2513659986246861,80027.72,47,12
2780,0.0,0.24886424277971447,98471.97,31,12
2800,3.0,0.24638738601553387,70913.445,60,64
2820,2.0,0.24393518052050198,48848.215,63,32
2840,0.0,0.24150738094935736,48922.004,43,12
2860,0.0,0.23910374439867194,53109.367,59,64
2880,0.0,0.2367240303825487,66951.52,80,64
2900,2.0,0.23436800080856074,68387.484,67,32
2920,4.0,0.2320354199539298,65662.85,82,12
2940,2.0,0.22972605444194213,63546.855,55,12
2960,4.0,0.227439673218599,83951.32,71,64
2980,1.0,0.22517604752949924,63574.08,39,12
